Year_x,Month_x,Mean Temp.,Max.Temp.(Monthly Mean),Min.Temp.(Monthly Mean),Precip.,Mean Temp. Normal,Precip. Normal,SPI 3-Month,SPI 6-Month,SPI 12-Month,City,City_Lat,City_Lon,LAT_x,LON_x,WMO_WIND_x,WMO_PRES_x,Nature_Disturbance_x,Nature_Extratropical_x,Nature_Mixture(contradicting report from different agencies),Nature_Not reported,Nature_Tropical_x,Date,LAT_y,LON_y,WMO_WIND_y,WMO_PRES_y,Year_y,Month_y,Nature_Disturbance_y,Nature_Extratropical_y,Nature_Mixture_contradicting_report_from_different_agencies_,Nature_Not_reported,Nature_Tropical_y
2024.0,4.0, 23.9, 26.8, 21.8, 471, 21.5, 161.0,1.51,0.98,1.14,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,5.0, 24.7, 27.4, 22.6, 475, 24.2, 245.3,2.18,1.79,1.81,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,6.0, 26.9, 29.5, 24.9, 764, 27.2, 284.4,2.85,2.32,2.51,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,7.0, 30.5, 33.9, 28.2, 98, 29.1, 188.1,2.0,2.3,2.47,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,8.0, 30.2, 32.8, 28.2, 110, 29.0, 240.0,1.01,2.04,1.34,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,9.0, 28.8, 31.7, 26.5, 296, 27.9, 275.2,-0.45,2.0,1.39,naha,26.2,127.68,26.6,127.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-01,26.6,127.8,0.0,0.0,2024.0,9.0,0.0,0.0,0.0,0.0,1.0
2024.0,10.0, 27.6, 30.3, 25.5, 339, 25.5, 179.2,0.51,1.71,1.8,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,11.0, 23.9, 26.2, 22.3, 209, 22.5, 119.1,1.43,1.56,2.07,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,12.0, 18.6, 21.2, 16.5, 24, 19.0, 110.0,0.94,0.15,1.76,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,1.0, 16.8, 19.4, 14.5, 96, 17.3, 101.6,-0.02,0.38,1.96,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2025-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,2.0, 16.0, 18.6, 13.9, 76, 17.5, 114.5,-1.23,0.88,2.15,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2025-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,3.0, 19.4, 22.3, 17.3, 88, 19.1, 142.8,-0.91,0.29,1.92,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2025-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,4.0, 20.5, 23.6, 17.7, 172, 21.5, 161.0,-0.49,-0.41,1.4,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2025-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
